city,districts,state,Environmental Stance,Latitude,Longitude,aqi,idx,carbon_intensity,temp_f,is_day,wind_mph,wind_degree,pressure_in,precip_in,humidity,cloud,feelslike_f,windchill_f,heatindex_f,dewpoint_f,vis_miles,uv,gust_mph,livability,livability_percentile
Redmond,['WA-1'],Washington,0.0,47.600863,-122.148397,2.0,9284.0,24.0,75.9,1.0,2.2,321.0,29.91,0.0,33.0,75.0,76.4,77.4,77.4,48.2,9.0,7.0,5.7,74.09322340987843,88.38451268357811
Shoreline,['WA-7'],Washington,0.0,47.75452,-122.28034,6.0,117.0,24.0,73.9,1.0,5.6,260.0,29.94,0.0,41.0,0.0,75.8,73.2,75.4,47.2,9.0,6.0,6.8,74.07968491384436,88.25100133511349
Richland,['WA-4'],Washington,0.0,46.21835,-119.20152,20.0,113.0,273.0,87.1,1.0,6.9,330.0,29.85,0.0,26.0,0.0,83.0,88.0,84.0,32.0,9.0,7.0,8.2,72.53858629752256,61.94926568758344
Kirkland,['WA-1'],Washington,0.0,47.600863,-122.148397,2.0,9284.0,24.0,75.9,1.0,2.2,324.0,29.91,0.0,33.0,75.0,76.4,76.5,76.8,47.1,9.0,7.0,5.7,74.10454166171122,88.51802403204272
Burien,['WA-9'],Washington,0.0,47.498535,-122.278385,21.0,10730.0,24.0,75.9,1.0,5.6,270.0,29.93,0.0,32.0,75.0,76.1,78.6,77.7,46.8,9.0,7.0,10.1,73.5340333791017,85.18024032042723
Sammamish,['WA-8'],Washington,0.0,47.600863,-122.148397,2.0,9284.0,24.0,75.9,1.0,4.3,350.0,29.9,0.0,37.0,0.0,76.3,77.9,77.7,47.8,9.0,7.0,5.1,74.14537537023081,88.78504672897196
Olympia,['WA-10'],Washington,100.0,47.029396,-122.821548,27.0,115.0,332.0,75.0,1.0,6.9,180.0,29.93,0.0,41.0,0.0,75.8,77.2,77.3,48.2,9.0,7.0,11.4,71.3497469598813,7.810413885180241
Lacey,['WA-10'],Washington,100.0,47.029396,-122.821548,27.0,115.0,332.0,75.0,1.0,6.9,180.0,29.93,0.0,41.0,0.0,75.8,77.2,77.3,48.2,9.0,7.0,11.4,71.3497469598813,7.810413885180241
Edmonds,['WA-7'],Washington,0.0,47.8064,-122.3167,32.0,121.0,332.0,73.9,1.0,5.6,260.0,29.94,0.0,41.0,0.0,75.8,73.2,75.4,47.2,9.0,6.0,6.8,72.29978983933702,45.52736982643525
Bremerton,['WA-6'],Washington,0.0,47.592675,-122.62739,17.0,102.0,332.0,75.9,1.0,6.9,230.0,29.92,0.0,42.0,0.0,76.1,79.5,78.6,47.9,9.0,7.0,11.4,72.64819389003195,66.48865153538051
Puyallup,['WA-10'],Washington,100.0,47.1401,-122.3004,3.0,135.0,24.0,77.2,1.0,2.2,10.0,29.93,0.0,30.0,0.0,77.3,78.4,78.1,49.4,9.0,7.0,6.7,72.99504136588969,76.36849132176235
Denver,['CO-1'],Colorado,0.0,39.751184,-104.987625,26.0,6314.0,446.0,85.6,1.0,3.8,30.0,29.95,0.03,28.0,75.0,84.7,74.4,73.9,50.9,9.0,6.0,12.1,72.41817948472965,54.0720961281709
Colorado Springs,['CO-5'],Colorado,0.0,38.848014,-104.828564,34.0,6316.0,446.0,88.0,1.0,19.2,170.0,30.0,0.0,23.0,75.0,88.5,75.8,76.4,47.6,9.0,5.0,23.7,72.09885178124772,31.5086782376502
Fort Collins,['CO-2'],Colorado,0.0,40.571281,-105.079974,38.0,6320.0,446.0,71.1,1.0,19.2,350.0,30.0,0.02,71.0,50.0,71.1,69.4,69.3,56.6,9.0,4.0,23.7,72.38114127423445,51.53538050734312
Thornton,['CO-8'],Colorado,0.0,39.838199,-104.94984,32.0,6328.0,446.0,77.5,1.0,15.0,340.0,30.01,0.01,36.0,75.0,78.3,74.2,74.0,52.0,9.0,5.0,19.5,72.31877487068543,46.728971962616825
Arvada,['CO-7'],Colorado,0.0,39.77946,-105.005124,24.0,6324.0,446.0,77.5,1.0,15.0,340.0,30.01,0.03,36.0,75.0,77.6,73.9,73.4,50.1,9.0,6.0,19.5,72.51992627518263,61.148197596795725
Westminster,['CO-7'],Colorado,0.0,39.77946,-105.005124,24.0,6324.0,446.0,77.5,1.0,15.0,340.0,30.01,0.02,36.0,75.0,77.9,74.2,73.7,50.7,9.0,6.0,19.5,72.50792290551279,60.213618157543394
Pueblo,['CO-3'],Colorado,0.0,38.848014,-104.828564,34.0,6316.0,446.0,93.0,1.0,6.9,270.0,29.88,0.04,19.0,75.0,91.9,78.3,76.8,48.8,9.0,6.0,20.3,72.25714745916616,42.05607476635514
Centennial,['CO-6'],Colorado,0.0,39.534488,-105.070358,25.0,6315.0,446.0,82.0,1.0,2.2,10.0,29.98,0.0,34.0,50.0,84.8,71.2,75.1,55.5,9.0,5.0,12.2,72.35922206617543,49.599465954606146
Boulder,['CO-2'],Colorado,0.0,40.012969,-105.267212,21.0,6313.0,446.0,75.9,1.0,6.9,350.0,29.98,0.0,41.0,75.0,76.8,66.7,68.0,43.6,1.0,5.0,14.4,73.03290706762775,77.4365821094793
Greeley,['CO-4'],Colorado,0.0,40.414877,-104.70693,30.0,6322.0,446.0,72.0,1.0,23.0,30.0,29.98,0.09,66.0,50.0,76.3,70.8,70.5,56.5,9.0,4.0,27.5,72.32744343793837,47.930574098798395
Longmont,['CO-2'],Colorado,0.0,40.164576,-105.100856,50.0,6325.0,446.0,76.3,1.0,2.2,10.0,29.99,0.01,51.0,50.0,78.3,73.6,74.7,50.8,9.0,5.0,21.9,71.97764727548282,21.2283044058745
Loveland,['CO-2'],Colorado,0.0,40.571281,-105.079974,38.0,6320.0,446.0,71.1,1.0,19.2,350.0,30.0,0.02,71.0,50.0,71.1,72.0,74.0,55.5,9.0,4.0,23.7,72.10249879347775,31.775700934579437
Grand Junction,['CO-3'],Colorado,0.0,39.063798,-108.561173,13.0,6321.0,446.0,96.1,1.0,18.6,300.0,29.91,0.0,11.0,0.0,93.1,89.5,85.6,33.4,9.0,8.0,23.0,72.57075722824071,62.88384512683578
Broomfield,['CO-7'],Colorado,0.0,39.838199,-104.94984,32.0,6328.0,446.0,77.5,1.0,15.0,340.0,30.01,0.01,36.0,75.0,78.1,73.1,73.0,50.2,9.0,5.0,19.5,72.3592450743508,49.799732977303066
Castle Rock,['CO-4'],Colorado,0.0,39.534488,-105.070358,25.0,6315.0,446.0,82.0,1.0,2.2,10.0,29.98,0.0,34.0,50.0,84.0,72.7,75.0,53.6,9.0,6.0,11.2,72.36215465174057,50.06675567423231
Commerce City,['CO-8'],Colorado,0.0,39.838199,-104.94984,32.0,6328.0,446.0,85.6,1.0,3.8,30.0,29.95,0.01,28.0,75.0,86.4,74.2,74.0,52.0,9.0,5.0,8.7,72.28585771971507,44.592790387182916
Parker,['CO-4'],Colorado,0.0,39.534488,-105.070358,25.0,6315.0,446.0,82.0,1.0,2.2,10.0,29.98,0.0,34.0,50.0,84.8,71.2,75.1,55.5,9.0,5.0,12.2,72.35922206617543,49.599465954606146
Littleton,['CO-6'],Colorado,0.0,39.534488,-105.070358,25.0,6315.0,446.0,82.0,1.0,2.2,10.0,29.98,0.01,34.0,50.0,81.9,75.1,77.2,52.8,9.0,6.0,5.4,72.31015563582285,46.19492656875834
Northglenn,['CO-8'],Colorado,0.0,39.838199,-104.94984,32.0,6328.0,446.0,77.5,1.0,15.0,340.0,30.01,0.01,36.0,75.0,78.3,74.1,73.9,52.0,9.0,5.0,19.5,72.32246234561158,47.12950600801068
Washington,['DC-1'],District of Columbia,0.0,38.8577,-77.05922,20.0,5336.0,349.0,84.0,1.0,13.6,240.0,29.8,0.0,32.0,50.0,81.8,83.7,81.8,48.1,9.0,7.0,18.1,72.51134193089946,60.34712950600801
Baltimore,['MD-7'],Maryland,0.0,39.2981,-76.604698,63.0,7418.0,349.0,84.9,1.0,2.2,287.0,29.81,0.0,31.0,0.0,84.1,80.8,80.2,52.1,6.0,7.0,9.5,71.79941235230312,12.283044058744993
Frederick,['MD-6'],Maryland,0.0,39.565601,-77.721901,43.0,7513.0,349.0,84.7,1.0,10.5,310.0,29.82,0.0,33.0,0.0,86.5,78.7,80.0,58.6,9.0,7.0,15.0,72.1567029061533,36.315086782376504
Rockville,['MD-8'],Maryland,0.0,39.114399,-77.106903,36.0,7419.0,349.0,82.0,1.0,2.2,308.0,29.84,0.0,40.0,0.0,80.7,81.4,80.5,50.5,9.0,7.0,7.5,72.0494377206387,26.034712950600802
Gaithersburg,['MD-6'],Maryland,0.0,39.114399,-77.106903,36.0,7419.0,349.0,82.0,1.0,2.2,308.0,29.84,0.0,40.0,0.0,81.3,80.2,80.1,52.2,9.0,7.0,8.0,72.05312814055888,26.43524699599466
Bowie,['MD-5'],Maryland,0.0,39.055302,-76.878304,40.0,7422.0,349.0,81.0,1.0,6.9,330.0,29.84,0.0,37.0,50.0,80.1,81.2,80.5,51.5,9.0,7.0,8.1,72.11845070621509,33.244325767690256
Hagerstown,['MD-6'],Maryland,0.0,39.565601,-77.721901,43.0,7513.0,349.0,82.0,1.0,12.5,320.0,29.82,0.0,34.0,0.0,84.3,75.9,78.2,60.0,9.0,6.0,14.7,72.12310916516162,33.77837116154873
Annapolis,['MD-3'],Maryland,0.0,39.055302,-76.878304,40.0,7422.0,349.0,82.9,1.0,8.1,320.0,29.81,0.0,36.0,0.0,83.0,79.9,80.2,55.1,9.0,7.0,12.5,72.15443549201652,36.18157543391188
Louisville/Jefferson County,['KY-3'],Kentucky,0.0,38.1935,-85.7121,12.0,7589.0,908.0,,,,,,,,,,,,,,,,76.99522309895828,98.26435246995995
Lexington-Fayette,['KY-6'],Kentucky,0.0,38.065,-84.5,30.0,7330.0,908.0,73.9,1.0,6.9,210.0,29.92,0.0,66.0,100.0,77.4,71.9,76.5,62.8,9.0,6.0,16.8,72.33895505315418,48.865153538050734
Bowling Green,['KY-2'],Kentucky,0.0,36.2975,-86.6525,40.0,7500.0,311.0,81.0,1.0,8.1,120.0,29.9,0.0,58.0,75.0,88.8,68.0,68.1,63.3,9.0,4.0,12.5,72.68117618449584,67.1562082777036
Owensboro,['KY-2'],Kentucky,0.0,37.7808,-87.0756,23.0,7414.0,532.0,75.9,1.0,11.9,170.0,29.87,0.0,62.0,100.0,80.3,65.4,65.4,61.6,9.0,4.0,16.3,73.33410360980555,82.37650200267022
Covington,['KY-4'],Kentucky,0.0,39.12886,-84.50404,34.0,7455.0,349.0,77.4,1.0,11.9,250.0,29.87,0.0,58.0,100.0,80.6,69.8,70.5,60.3,9.0,6.0,16.3,72.55730137258128,62.483311081441926
Portland,['ME-1'],Maine,0.0,45.496640911,-122.60287735,23.0,14691.0,274.0,80.1,1.0,2.2,254.0,29.91,0.0,34.0,75.0,80.3,77.2,78.0,52.7,9.0,6.0,6.7,72.37758621199931,51.134846461949266
Eugene,['OR-4'],Oregon,0.0,44.0263,-123.08377,30.0,10152.0,273.0,80.1,1.0,5.6,320.0,29.93,0.0,42.0,75.0,80.5,75.2,76.8,52.5,9.0,6.0,10.1,72.32855781319019,48.06408544726302
Gresham,['OR-3'],Oregon,0.0,45.496641,-122.602877,13.0,86.0,291.0,79.0,1.0,4.3,350.0,29.91,0.0,36.0,0.0,79.6,75.8,77.3,53.1,9.0,6.0,8.7,72.7387196807798,68.62483311081442
Hillsboro,['OR-1'],Oregon,0.0,45.528501,-122.972398,9.0,78.0,291.0,77.2,1.0,2.2,69.0,29.91,0.0,42.0,0.0,77.8,77.4,77.9,51.9,9.0,7.0,6.7,72.81080975256224,70.36048064085448
Beaverton,['OR-1'],Oregon,0.0,45.470191,-122.816411,8.0,70.0,291.0,77.2,1.0,2.2,239.0,29.91,0.0,42.0,0.0,78.0,77.5,78.1,52.6,9.0,7.0,6.7,72.84389777513766,71.29506008010681
Bend,['OR-2'],Oregon,0.0,44.063916,-121.312554,8.0,71.0,273.0,,,,,,,,,,,,,,,,77.1686440032725,99.06542056074767
Corvallis,['OR-4'],Oregon,0.0,44.5884,-123.2673,,74.0,273.0,78.1,1.0,9.4,330.0,29.94,0.0,43.0,0.0,79.4,72.4,75.8,54.6,9.0,6.0,13.9,74.78653561422338,92.65687583444593
Tigard,['OR-1'],Oregon,0.0,45.399203,-122.745529,38.0,9104.0,291.0,75.9,1.0,4.3,230.0,29.93,0.0,45.0,0.0,77.4,77.0,78.1,53.5,9.0,6.0,8.7,72.1187605958125,33.37783711615487
Lake Oswego,['OR-5'],Oregon,0.0,45.399203,-122.745529,38.0,9104.0,291.0,80.1,1.0,2.2,258.0,29.91,0.0,34.0,75.0,80.5,76.5,77.7,53.1,9.0,6.0,2.6,72.06780834106576,29.23898531375167
Keizer,['OR-5'],Oregon,0.0,44.943114,-123.005934,27.0,89.0,273.0,84.0,1.0,8.1,330.0,29.91,0.0,31.0,0.0,85.1,74.5,76.5,53.8,9.0,6.0,12.5,72.46941084307075,58.47797062750334
Oklahoma City,['OK-5'],Oklahoma,0.0,35.502968,-97.577674,25.0,10178.0,482.0,93.9,1.0,15.0,210.0,29.8,0.0,43.0,50.0,96.0,96.0,100.7,65.0,9.0,9.0,22.3,72.3050617152518,45.794392523364486
Tulsa,['OK-1'],Oklahoma,0.0,36.206699,-95.976402,35.0,7371.0,630.0,95.5,1.0,19.2,200.0,29.75,0.0,43.0,50.0,108.8,92.0,101.1,72.7,9.0,8.0,19.8,71.98331539479213,21.762349799732977
Norman,['OK-4'],Oklahoma,0.0,35.32,-97.4883,39.0,7365.0,482.0,95.5,1.0,17.4,190.0,29.79,0.0,39.0,0.0,102.1,93.5,99.2,67.6,9.0,8.0,23.5,71.9700848572251,21.09479305740988
Broken Arrow,['OK-1'],Oklahoma,0.0,35.9525,-96.0033,33.0,7366.0,630.0,95.0,1.0,12.5,190.0,29.76,0.0,42.0,0.0,112.1,90.5,100.9,75.3,9.0,8.0,20.5,72.20201475306258,38.45126835781041
Lawton,['OK-4'],Oklahoma,0.0,34.632999,-98.428802,43.0,7370.0,482.0,97.3,1.0,10.5,210.0,29.76,0.0,34.0,0.0,97.4,98.5,100.3,58.8,9.0,9.0,23.4,72.10760079433624,32.44325767690254
Edmond,['OK-5'],Oklahoma,0.0,35.612801,-97.472198,40.0,7584.0,482.0,96.1,1.0,18.6,190.0,29.78,0.0,45.0,0.0,98.3,97.4,101.3,63.6,9.0,9.0,25.1,71.92337569364688,17.75700934579439
Moore,['OK-4'],Oklahoma,0.0,35.32,-97.4883,39.0,7365.0,482.0,93.9,1.0,15.0,210.0,29.8,0.0,43.0,50.0,97.5,94.6,99.8,66.3,9.0,9.0,23.2,72.0356602479256,25.100133511348467
Midwest City,['OK-5'],Oklahoma,0.0,35.32,-97.4883,39.0,7365.0,482.0,95.4,1.0,18.6,220.0,29.76,0.0,41.0,0.0,101.1,94.0,99.7,67.4,9.0,9.0,23.5,71.9375374935798,19.359145527369826
Enid,['OK-3'],Oklahoma,0.0,36.697189,-97.081278,24.0,7639.0,482.0,104.5,1.0,17.4,200.0,29.7,0.0,22.0,0.0,104.6,104.7,105.2,54.4,9.0,10.0,19.6,72.26420926082311,43.39118825100133
Stillwater,['OK-3'],Oklahoma,0.0,36.697189,-97.081278,24.0,7639.0,630.0,98.1,1.0,17.4,190.0,29.74,0.0,43.0,0.0,107.5,95.3,102.7,69.4,9.0,9.0,28.3,72.26384005011131,43.257676902536716
Muskogee,['OK-2'],Oklahoma,0.0,35.9525,-96.0033,33.0,7366.0,630.0,91.9,1.0,17.4,200.0,29.81,0.0,51.0,0.0,99.1,91.7,99.3,70.7,9.0,8.0,21.9,72.06748413827044,28.971962616822427
Milwaukee,['WI-4'],Wisconsin,0.0,43.01724,-87.93369,25.0,5934.0,532.0,57.0,1.0,8.1,30.0,29.83,0.01,89.0,100.0,57.4,56.7,56.8,54.8,6.0,3.0,12.5,73.00389442264806,76.63551401869158
Madison,['AL-5'],Alabama,0.0,43.07378,-89.43595,26.0,5933.0,311.0,63.0,1.0,2.2,10.0,29.83,0.0,78.0,75.0,63.0,61.8,61.9,56.3,9.0,4.0,8.0,73.55875383142208,85.5807743658211
Green Bay,['WI-8'],Wisconsin,0.0,44.50729,-87.99344,31.0,5929.0,532.0,68.5,1.0,8.1,250.0,29.79,0.0,63.0,0.0,68.5,62.6,62.7,54.3,9.0,5.0,14.7,73.56470725716638,85.71428571428571
Kenosha,['WI-1'],Wisconsin,0.0,42.50472,-87.8093,28.0,5926.0,532.0,59.2,1.0,13.6,40.0,29.82,0.11,90.0,100.0,59.2,56.2,57.1,55.1,3.0,3.0,18.1,72.92072785401342,73.29773030707611
Racine,['WI-1'],Wisconsin,0.0,42.50472,-87.8093,28.0,5926.0,532.0,57.9,1.0,12.5,40.0,29.84,0.08,90.0,100.0,56.4,55.5,56.9,54.9,9.0,3.0,17.0,72.9282737735264,73.9652870493992
Appleton,['WI-8'],Wisconsin,0.0,44.30738,-88.39509,31.0,5925.0,532.0,66.6,1.0,2.2,282.0,29.82,0.0,68.0,75.0,66.6,63.7,63.8,54.3,9.0,4.0,9.9,73.22717098697281,81.30841121495327
Waukesha,['WI-5'],Wisconsin,0.0,43.02012,-88.21505,28.0,11752.0,532.0,55.8,1.0,5.6,80.0,29.84,0.01,94.0,100.0,56.8,57.9,58.2,55.0,4.0,3.0,10.1,73.03473106495765,77.57009345794393
Eau Claire,['WI-3'],Wisconsin,0.0,44.76249,-91.41445,25.0,5928.0,532.0,72.0,1.0,9.4,310.0,29.83,0.0,44.0,0.0,76.3,67.5,67.5,53.8,9.0,6.0,15.9,73.05121105948089,78.23765020026703
Oshkosh,['WI-6'],Wisconsin,0.0,44.30738,-88.39509,31.0,5925.0,532.0,64.9,1.0,4.3,270.0,29.81,0.0,68.0,50.0,64.9,60.0,60.1,54.3,9.0,4.0,10.2,73.20710643433844,80.90787716955941
Janesville,['WI-1'],Wisconsin,0.0,42.267002,-89.08917,13.0,11934.0,532.0,59.5,1.0,8.1,50.0,29.84,0.04,100.0,100.0,59.5,57.9,58.6,55.7,2.0,3.0,12.5,73.57956840956888,86.18157543391189
West Allis,['WI-4'],Wisconsin,0.0,43.01724,-87.93369,25.0,5934.0,532.0,57.0,1.0,8.1,30.0,29.83,0.02,89.0,100.0,58.2,57.4,57.3,55.2,6.0,3.0,12.5,73.06149161861597,78.37116154873164
La Crosse,['WI-3'],Wisconsin,0.0,43.7775,-91.2269,23.0,5932.0,532.0,60.8,0.0,10.5,340.0,29.88,0.0,59.0,0.0,60.8,49.3,50.0,48.6,6.0,1.0,15.0,72.6321504242156,65.95460614152204
Sheboygan,['WI-6'],Wisconsin,0.0,44.30738,-88.39509,31.0,5925.0,532.0,60.1,1.0,2.2,10.0,29.81,0.0,86.0,100.0,60.1,56.1,56.8,54.4,9.0,3.0,3.8,72.7083878627533,68.09078771695593
Wauwatosa,['WI-5'],Wisconsin,0.0,43.01724,-87.93369,25.0,5934.0,532.0,57.4,1.0,8.1,80.0,29.85,0.01,94.0,100.0,58.6,57.9,57.7,55.3,4.0,3.0,12.5,73.1101477798638,79.43925233644859
Fond du Lac,['WI-6'],Wisconsin,0.0,44.30738,-88.39509,31.0,5925.0,532.0,,,,,,,,,,,,,,,,76.4761641711052,97.19626168224299
New Berlin,['WI-5'],Wisconsin,0.0,43.02012,-88.21505,28.0,11752.0,532.0,55.8,1.0,5.6,80.0,29.84,0.03,94.0,100.0,56.8,57.4,57.3,54.9,4.0,3.0,10.1,72.9221197864198,73.43124165554073
Wausau,['WI-7'],Wisconsin,0.0,44.30738,-88.39509,31.0,5925.0,532.0,69.1,1.0,8.1,300.0,29.8,0.0,47.0,50.0,69.1,65.0,65.0,53.9,9.0,4.0,16.2,73.20740837097682,81.04138851802402
Brookfield,['WI-5'],Wisconsin,0.0,43.02012,-88.21505,28.0,11752.0,532.0,57.4,1.0,8.1,80.0,29.85,0.01,94.0,100.0,58.6,57.9,57.9,55.1,4.0,3.0,12.5,73.06510196026036,78.7716955941255
Greenfield,['WI-4'],Wisconsin,0.0,42.93257,-87.93434,23.0,11753.0,532.0,57.0,1.0,8.1,30.0,29.83,0.02,89.0,100.0,58.2,57.4,57.3,55.2,6.0,3.0,12.5,73.11232814289069,79.83978638184246
Beloit,['WI-2'],Wisconsin,0.0,42.267002,-89.08917,13.0,11934.0,532.0,59.5,1.0,8.1,50.0,29.84,0.06,100.0,100.0,59.5,58.0,58.6,56.0,2.0,3.0,8.3,73.57956840956888,86.18157543391189
Las Vegas,"['NV-1', 'NV-3', 'NV-4']",Nevada,0.0,36.16396,-115.11393,33.0,5277.0,406.0,105.1,1.0,15.0,100.0,29.75,0.0,11.0,0.0,105.5,102.6,102.0,32.9,9.0,9.0,19.5,72.13511761969467,34.31241655540721
Henderson,['NV-3'],Nevada,0.0,36.0487,-115.05294,24.0,5274.0,406.0,102.7,1.0,16.1,140.0,29.77,0.0,9.0,0.0,102.0,104.3,104.4,32.9,9.0,10.0,23.7,72.30144679522034,45.66088117489986
Reno,['NV-2'],Nevada,0.0,39.32782,-120.18459,25.0,232.0,273.0,89.1,1.0,5.6,130.0,29.94,0.0,10.0,75.0,85.0,88.1,84.1,18.1,9.0,7.0,10.1,72.36915885932552,50.86782376502003
North Las Vegas,['NV-4'],Nevada,0.0,36.19126,-115.12293,7.0,5278.0,406.0,104.4,1.0,17.4,190.0,29.71,0.0,8.0,0.0,104.4,103.2,102.8,33.0,9.0,9.0,21.9,72.80522995365656,70.09345794392523
Sparks,['NV-2'],Nevada,0.0,39.32782,-120.18459,25.0,232.0,273.0,89.1,1.0,5.6,130.0,29.94,0.0,10.0,75.0,85.0,85.5,81.8,13.9,9.0,6.0,10.1,72.3808759092059,51.4018691588785
Carson City,['NV-2'],Nevada,0.0,39.32782,-120.18459,25.0,232.0,406.0,90.0,1.0,12.5,290.0,29.97,0.0,9.0,0.0,86.0,86.3,82.4,22.1,9.0,7.0,13.6,72.40021610446176,52.603471295060075
Albuquerque,['NM-1'],New Mexico,0.0,35.0186,-106.651901,40.0,9624.0,281.0,93.9,1.0,11.9,210.0,29.99,0.0,10.0,75.0,90.4,93.4,89.8,30.7,9.0,8.0,16.3,72.13791896062432,34.979973297730304
Las Cruces,['NM-2'],New Mexico,0.0,32.310332,-106.751211,49.0,9621.0,559.0,99.1,1.0,25.5,240.0,29.97,0.0,11.0,0.0,97.0,97.8,95.3,34.5,9.0,9.0,30.0,71.6418646333967,10.2803738317757
Rio Rancho,['NM-3'],New Mexico,0.0,35.0186,-106.651901,40.0,9624.0,281.0,93.6,1.0,10.5,300.0,30.03,0.0,9.0,0.0,90.0,92.9,89.3,29.5,9.0,8.0,15.0,72.17732980938548,36.849132176234974
Santa Fe,['NM-3'],New Mexico,0.0,35.0186,-106.651901,40.0,9624.0,281.0,74.5,0.0,9.6,47.0,29.74,0.0,64.0,3.0,77.5,74.5,77.5,61.7,6.0,7.0,19.2,72.25120199951014,41.388518024032045
Roswell,['GA-6'],Georgia,0.0,32.72683,-103.12298,,6279.0,451.0,87.1,1.0,6.9,210.0,29.93,0.0,30.0,0.0,83.5,88.6,85.4,45.7,9.0,8.0,11.4,74.58707229463941,91.0547396528705
Farmington,['NM-3'],New Mexico,0.0,35.5365,-108.7272,5.0,13185.0,566.0,,,,,,,,,,,,,,,,77.24792680930106,99.19893190921229
Clovis,['NM-3'],New Mexico,0.0,35.2015839,-101.9092481,,200.0,482.0,90.0,1.0,9.4,230.0,29.81,0.0,23.0,100.0,86.0,91.7,88.3,41.9,9.0,8.0,13.9,74.64993916899331,92.12283044058745
Kansas City,['KS-3'],Kansas,0.0,39.10465,-94.57055,24.0,7357.0,482.0,87.1,1.0,12.5,10.0,29.8,0.0,57.0,100.0,96.6,83.0,88.9,72.2,9.0,6.0,17.0,72.4042283644322,52.87049399198932
St. Louis,['MO-1'],Missouri,0.0,38.631057,-90.281144,16.0,7353.0,532.0,,,,,,,,,,,,,,,,76.86328754590305,98.13084112149532
Independence,['MO-6'],Missouri,0.0,39.047911,-94.450513,,7352.0,482.0,86.2,1.0,8.1,50.0,29.81,0.0,65.0,75.0,94.6,82.5,88.2,71.9,9.0,6.0,12.5,74.61400052676704,91.52202937249666
Columbia,['SC-2'],South Carolina,0.0,38.650259,-90.350463,22.0,7351.0,452.0,89.1,1.0,2.2,246.0,29.9,0.0,27.0,0.0,86.4,89.9,87.6,50.7,9.0,8.0,5.4,72.31347451148021,46.32843791722296
Lee's Summit,['MO-5'],Missouri,0.0,39.047911,-94.450513,,7352.0,482.0,,,,,,,,,,,,,,,,78.8269931233804,99.59946595460613
O'Fallon,['MO-2'],Missouri,0.0,38.650259,-90.350463,22.0,7351.0,630.0,,,,,,,,,,,,,,,,76.68680801598684,97.66355140186917
St. Joseph,['MO-6'],Missouri,0.0,39.741667,-94.858333,43.0,7359.0,630.0,,,,,,,,,,,,,,,,76.28730746945304,95.72763684913218
St. Charles,['MO-3'],Missouri,0.0,38.650259,-90.350463,22.0,7351.0,532.0,,,,,,,,,,,,,,,,76.68696330158906,97.86381842456609
St. Peters,['MO-3'],Missouri,0.0,38.650259,-90.350463,22.0,7351.0,630.0,,,,,,,,,,,,,,,,76.68680801598684,97.66355140186917
Blue Springs,['MO-6'],Missouri,0.0,39.047911,-94.450513,,7352.0,482.0,86.2,1.0,8.1,50.0,29.81,0.0,65.0,75.0,95.4,82.2,88.2,72.5,9.0,6.0,12.5,74.61400052676704,91.52202937249666
Florissant,['MO-1'],Missouri,0.0,38.650259,-90.350463,22.0,7351.0,532.0,84.9,1.0,11.9,240.0,29.8,0.0,61.0,75.0,96.8,72.1,75.0,64.7,9.0,5.0,16.3,72.60096612529962,64.48598130841121
Joplin,['MO-7'],Missouri,0.0,36.1797,-94.1167,30.0,7381.0,630.0,89.1,1.0,11.9,200.0,29.79,0.0,63.0,25.0,104.4,86.3,96.7,76.4,9.0,6.0,19.1,72.27774145711514,44.32576769025367
Chesterfield,['MO-2'],Missouri,0.0,38.650259,-90.350463,22.0,7351.0,532.0,54.3,0.0,6.9,300.0,30.0,0.0,54.0,0.0,51.2,38.5,44.1,37.8,6.0,1.0,21.9,72.4744018432272,59.012016021361816
Jefferson City,['MO-3'],Missouri,0.0,38.650259,-90.350463,22.0,7351.0,630.0,84.9,1.0,4.3,240.0,29.79,0.0,68.0,75.0,94.3,82.4,89.6,74.9,9.0,6.0,8.1,72.36712891953424,50.60080106809078
Cape Girardeau,['MO-8'],Missouri,0.0,37.0581,-88.5725,51.0,7329.0,532.0,82.0,1.0,10.5,230.0,29.85,0.0,58.0,0.0,86.6,76.7,79.5,65.7,9.0,5.0,16.6,72.07502883805309,29.639519359145527
Virginia Beach,['VA-2'],Virginia,0.0,36.90118,-76.43808,26.0,5354.0,349.0,79.0,1.0,9.4,110.0,29.84,0.0,60.0,75.0,79.7,79.2,80.0,56.8,9.0,7.0,15.6,72.45175277102942,57.009345794392516
Norfolk,['VA-3'],Virginia,0.0,36.90118,-76.43808,26.0,5354.0,349.0,82.9,1.0,11.9,280.0,29.85,0.0,37.0,75.0,81.9,84.3,83.4,54.5,9.0,7.0,16.3,72.39229957328719,52.336448598130836
Chesapeake,['VA-3'],Virginia,0.0,36.90118,-76.43808,26.0,5354.0,349.0,84.9,1.0,5.6,270.0,29.84,0.0,34.0,0.0,83.6,84.7,83.5,53.4,9.0,7.0,11.0,72.32269528213747,47.2630173564753
Richmond,['VA-4'],Virginia,0.0,37.55652,-77.40027,21.0,5357.0,349.0,84.9,1.0,13.6,270.0,29.84,0.0,32.0,50.0,82.0,86.7,84.2,47.3,9.0,8.0,18.1,72.47101248817255,58.744993324432585
Newport News,['VA-3'],Virginia,0.0,36.90118,-76.43808,26.0,5354.0,349.0,82.9,1.0,11.9,280.0,29.85,0.0,37.0,75.0,82.2,84.3,83.9,56.1,9.0,7.0,16.3,72.39015454502615,52.069425901201605
